角色名,外文名,性别,立绘编号,文件名,文件链接,logo,出处,星级,内部编号,职业,分支,势力,出身地
迷迭香,Rosmontis,女性,skin2,立绘_迷迭香_skin2.png,https://media.prts.wiki/f/ff/%E7%AB%8B%E7%BB%98_%E8%BF%B7%E8%BF%AD%E9%A6%99_skin2.png,罗德岛-精英干员,方舟干员,6,RE45,狙击,投掷手,罗德岛-精英干员,哥伦比亚
送葬人,Executor,男性,1,立绘_送葬人_1.png,https://media.prts.wiki/7/76/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_1.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰
送葬人,Executor,男性,2,立绘_送葬人_2.png,https://media.prts.wiki/f/fa/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_2.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰
送葬人,Executor,男性,skin1,立绘_送葬人_skin1.png,https://media.prts.wiki/9/99/%E7%AB%8B%E7%BB%98_%E9%80%81%E8%91%AC%E4%BA%BA_skin1.png,拉特兰,方舟干员,5,LT01,狙击,散射手,拉特兰,拉特兰
逻各斯,Logos,男性,1,立绘_逻各斯_1.png,https://media.prts.wiki/b/b9/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_1.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔
逻各斯,Logos,男性,2,立绘_逻各斯_2.png,https://media.prts.wiki/5/5f/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_2.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔
逻各斯,Logos,男性,skin1,立绘_逻各斯_skin1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E9%80%BB%E5%90%84%E6%96%AF_skin1.png,罗德岛-精英干员,方舟干员,6,RE03,术师,中坚术师,罗德岛-精英干员,卡兹戴尔
遥,Haruka,女性,1,立绘_遥_1.png,https://media.prts.wiki/a/a0/%E7%AB%8B%E7%BB%98_%E9%81%A5_1.png,东,方舟干员,6,HK15,辅助,护佑者,东,东国
遥,Haruka,女性,2,立绘_遥_2.png,https://media.prts.wiki/d/d1/%E7%AB%8B%E7%BB%98_%E9%81%A5_2.png,东,方舟干员,6,HK15,辅助,护佑者,东,东国
郁金香,Tulip,女性,1,立绘_郁金香_1.png,https://media.prts.wiki/f/fa/%E7%AB%8B%E7%BB%98_%E9%83%81%E9%87%91%E9%A6%99_1.png,罗德岛,方舟特殊,,,先锋,尖兵,罗德岛,伊比利亚
郁金香,Tulip,女性,2,立绘_郁金香_2.png,https://media.prts.wiki/7/74/%E7%AB%8B%E7%BB%98_%E9%83%81%E9%87%91%E9%A6%99_2.png,罗德岛,方舟特殊,,,先锋,尖兵,罗德岛,伊比利亚
酒神,Tragodia,男性,1,立绘_酒神_1.png,https://media.prts.wiki/2/23/%E7%AB%8B%E7%BB%98_%E9%85%92%E7%A5%9E_1.png,维多利亚,方舟干员,6,CT01,辅助,巫役,维多利亚,维多利亚
酒神,Tragodia,男性,2,立绘_酒神_2.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E9%85%92%E7%A5%9E_2.png,维多利亚,方舟干员,6,CT01,辅助,巫役,维多利亚,维多利亚
酸糖,Aciddrop,女性,1,立绘_酸糖_1.png,https://media.prts.wiki/b/bd/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_1.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚
酸糖,Aciddrop,女性,2,立绘_酸糖_2.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_2.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚
酸糖,Aciddrop,女性,skin1,立绘_酸糖_skin1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_skin1.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚
酸糖,Aciddrop,女性,skin2,立绘_酸糖_skin2.png,https://media.prts.wiki/a/a4/%E7%AB%8B%E7%BB%98_%E9%85%B8%E7%B3%96_skin2.png,哥伦比亚,方舟干员,4,R139,狙击,重射手,哥伦比亚,哥伦比亚
重岳,Chongyue,男性,1,立绘_重岳_1.png,https://media.prts.wiki/0/04/%E7%AB%8B%E7%BB%98_%E9%87%8D%E5%B2%B3_1.png,炎-岁,方舟干员,6,NM04,近卫,斗士,炎-岁,炎
重岳,Chongyue,男性,2,立绘_重岳_2.png,https://media.prts.wiki/a/a8/%E7%AB%8B%E7%BB%98_%E9%87%8D%E5%B2%B3_2.png,炎-岁,方舟干员,6,NM04,近卫,斗士,炎-岁,炎
重岳,Chongyue,男性,skin1,立绘_重岳_skin1.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E9%87%8D%E5%B2%B3_skin1.png,炎-岁,方舟干员,6,NM04,近卫,斗士,炎-岁,炎
重岳,Chongyue,男性,skin2,立绘_重岳_skin2.png,https://media.prts.wiki/6/6e/%E7%AB%8B%E7%BB%98_%E9%87%8D%E5%B2%B3_skin2.png,炎-岁,方舟干员,6,NM04,近卫,斗士,炎-岁,炎
野鬃,Wild Mane,女性,1,立绘_野鬃_1.png,https://media.prts.wiki/b/bc/%E7%AB%8B%E7%BB%98_%E9%87%8E%E9%AC%83_1.png,红松骑士团,方舟干员,5,KZ14,先锋,冲锋手,红松骑士团,卡西米尔
野鬃,Wild Mane,女性,2,立绘_野鬃_2.png,https://media.prts.wiki/4/4d/%E7%AB%8B%E7%BB%98_%E9%87%8E%E9%AC%83_2.png,红松骑士团,方舟干员,5,KZ14,先锋,冲锋手,红松骑士团,卡西米尔
野鬃,Wild Mane,女性,skin1,立绘_野鬃_skin1.png,https://media.prts.wiki/9/97/%E7%AB%8B%E7%BB%98_%E9%87%8E%E9%AC%83_skin1.png,红松骑士团,方舟干员,5,KZ14,先锋,冲锋手,红松骑士团,卡西米尔
钼铅,Wulfenite,女性,1,立绘_钼铅_1.png,https://media.prts.wiki/a/af/%E7%AB%8B%E7%BB%98_%E9%92%BC%E9%93%85_1.png,萨尔贡,方舟干员,5,SG27,特种,陷阱师,萨尔贡,萨尔贡
钼铅,Wulfenite,女性,2,立绘_钼铅_2.png,https://media.prts.wiki/e/ef/%E7%AB%8B%E7%BB%98_%E9%92%BC%E9%93%85_2.png,萨尔贡,方舟干员,5,SG27,特种,陷阱师,萨尔贡,萨尔贡
铃兰,Suzuran,女性,1,立绘_铃兰_1.png,https://media.prts.wiki/f/f5/%E7%AB%8B%E7%BB%98_%E9%93%83%E5%85%B0_1.png,叙拉古,方舟干员,6,R172,辅助,凝滞师,叙拉古,东国
铃兰,Suzuran,女性,2,立绘_铃兰_2.png,https://media.prts.wiki/8/87/%E7%AB%8B%E7%BB%98_%E9%93%83%E5%85%B0_2.png,叙拉古,方舟干员,6,R172,辅助,凝滞师,叙拉古,东国
铃兰,Suzuran,女性,skin1,立绘_铃兰_skin1.png,https://media.prts.wiki/7/7c/%E7%AB%8B%E7%BB%98_%E9%93%83%E5%85%B0_skin1.png,叙拉古,方舟干员,6,R172,辅助,凝滞师,叙拉古,东国
铃兰,Suzuran,女性,skin2,立绘_铃兰_skin2.png,https://media.prts.wiki/e/e0/%E7%AB%8B%E7%BB%98_%E9%93%83%E5%85%B0_skin2.png,叙拉古,方舟干员,6,R172,辅助,凝滞师,叙拉古,东国
铃兰,Suzuran,女性,skin3,立绘_铃兰_skin3.png,https://media.prts.wiki/6/60/%E7%AB%8B%E7%BB%98_%E9%93%83%E5%85%B0_skin3.png,叙拉古,方舟干员,6,R172,辅助,凝滞师,叙拉古,东国
铅踝,Totter,男性,1,立绘_铅踝_1.png,https://media.prts.wiki/4/42/%E7%AB%8B%E7%BB%98_%E9%93%85%E8%B8%9D_1.png,萨尔贡,方舟干员,4,SG11,狙击,攻城手,萨尔贡,萨尔贡
铅踝,Totter,男性,2,立绘_铅踝_2.png,https://media.prts.wiki/c/c7/%E7%AB%8B%E7%BB%98_%E9%93%85%E8%B8%9D_2.png,萨尔贡,方舟干员,4,SG11,狙击,攻城手,萨尔贡,萨尔贡
铅踝,Totter,男性,skin1,立绘_铅踝_skin1.png,https://media.prts.wiki/e/ef/%E7%AB%8B%E7%BB%98_%E9%93%85%E8%B8%9D_skin1.png,萨尔贡,方舟干员,4,SG11,狙击,攻城手,萨尔贡,萨尔贡
铎铃,Wind Chimes,女性,1,立绘_铎铃_1.png,https://media.prts.wiki/9/96/%E7%AB%8B%E7%BB%98_%E9%93%8E%E9%93%83_1.png,炎,方舟干员,5,YD17,近卫,重剑手,炎,炎
铎铃,Wind Chimes,女性,2,立绘_铎铃_2.png,https://media.prts.wiki/3/36/%E7%AB%8B%E7%BB%98_%E9%93%8E%E9%93%83_2.png,炎,方舟干员,5,YD17,近卫,重剑手,炎,炎
铎铃,Wind Chimes,女性,skin1,立绘_铎铃_skin1.png,https://media.prts.wiki/3/36/%E7%AB%8B%E7%BB%98_%E9%93%8E%E9%93%83_skin1.png,炎,方舟干员,5,YD17,近卫,重剑手,炎,炎
银灰,SilverAsh,男性,1,立绘_银灰_1.png,https://media.prts.wiki/0/03/%E7%AB%8B%E7%BB%98_%E9%93%B6%E7%81%B0_1.png,喀兰贸易,方舟干员,6,JC01,近卫,领主,喀兰贸易,谢拉格
银灰,SilverAsh,男性,2,立绘_银灰_2.png,https://media.prts.wiki/5/5f/%E7%AB%8B%E7%BB%98_%E9%93%B6%E7%81%B0_2.png,喀兰贸易,方舟干员,6,JC01,近卫,领主,喀兰贸易,谢拉格
银灰,SilverAsh,男性,skin1,立绘_银灰_skin1.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E9%93%B6%E7%81%B0_skin1.png,喀兰贸易,方舟干员,6,JC01,近卫,领主,喀兰贸易,谢拉格
银灰,SilverAsh,男性,skin2,立绘_银灰_skin2.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E9%93%B6%E7%81%B0_skin2.png,喀兰贸易,方舟干员,6,JC01,近卫,领主,喀兰贸易,谢拉格
银灰,SilverAsh,男性,skin3,立绘_银灰_skin3.png,https://media.prts.wiki/6/62/%E7%AB%8B%E7%BB%98_%E9%93%B6%E7%81%B0_skin3.png,喀兰贸易,方舟干员,6,JC01,近卫,领主,喀兰贸易,谢拉格
铸铁,Sideroca,女性,1,立绘_铸铁_1.png,https://media.prts.wiki/1/16/%E7%AB%8B%E7%BB%98_%E9%93%B8%E9%93%81_1.png,米诺斯,方舟干员,5,R126,近卫,术战者,米诺斯,米诺斯
铸铁,Sideroca,女性,2,立绘_铸铁_2.png,https://media.prts.wiki/8/81/%E7%AB%8B%E7%BB%98_%E9%93%B8%E9%93%81_2.png,米诺斯,方舟干员,5,R126,近卫,术战者,米诺斯,米诺斯
铸铁,Sideroca,女性,skin1,立绘_铸铁_skin1.png,https://media.prts.wiki/4/47/%E7%AB%8B%E7%BB%98_%E9%93%B8%E9%93%81_skin1.png,米诺斯,方舟干员,5,R126,近卫,术战者,米诺斯,米诺斯
锏,Degenbrecher,女性,1,立绘_锏_1.png,https://media.prts.wiki/5/58/%E7%AB%8B%E7%BB%98_%E9%94%8F_1.png,喀兰贸易,方舟干员,6,JC07,近卫,剑豪,喀兰贸易,莱塔尼亚
锏,Degenbrecher,女性,2,立绘_锏_2.png,https://media.prts.wiki/9/95/%E7%AB%8B%E7%BB%98_%E9%94%8F_2.png,喀兰贸易,方舟干员,6,JC07,近卫,剑豪,喀兰贸易,莱塔尼亚
锏,Degenbrecher,女性,skin1,立绘_锏_skin1.png,https://media.prts.wiki/3/3d/%E7%AB%8B%E7%BB%98_%E9%94%8F_skin1.png,喀兰贸易,方舟干员,6,JC07,近卫,剑豪,喀兰贸易,莱塔尼亚
锡人,Tin Man,男性,1,立绘_锡人_1.png,https://media.prts.wiki/a/a7/%E7%AB%8B%E7%BB%98_%E9%94%A1%E4%BA%BA_1.png,哥伦比亚,方舟干员,5,CB30,特种,炼金师,哥伦比亚,未公开
锡人,Tin Man,男性,2,立绘_锡人_2.png,https://media.prts.wiki/f/fd/%E7%AB%8B%E7%BB%98_%E9%94%A1%E4%BA%BA_2.png,哥伦比亚,方舟干员,5,CB30,特种,炼金师,哥伦比亚,未公开
锡人,Tin Man,男性,skin1,立绘_锡人_skin1.png,https://media.prts.wiki/c/c6/%E7%AB%8B%E7%BB%98_%E9%94%A1%E4%BA%BA_skin1.png,哥伦比亚,方舟干员,5,CB30,特种,炼金师,哥伦比亚,未公开
锡兰,Ceylon,女性,1,立绘_锡兰_1.png,https://media.prts.wiki/c/c2/%E7%AB%8B%E7%BB%98_%E9%94%A1%E5%85%B0_1.png,汐斯塔,方舟干员,5,SS01,医疗,疗养师,汐斯塔,汐斯塔（独立城邦）
锡兰,Ceylon,女性,2,立绘_锡兰_2.png,https://media.prts.wiki/c/c6/%E7%AB%8B%E7%BB%98_%E9%94%A1%E5%85%B0_2.png,汐斯塔,方舟干员,5,SS01,医疗,疗养师,汐斯塔,汐斯塔（独立城邦）
锡兰,Ceylon,女性,skin1,立绘_锡兰_skin1.png,https://media.prts.wiki/9/93/%E7%AB%8B%E7%BB%98_%E9%94%A1%E5%85%B0_skin1.png,汐斯塔,方舟干员,5,SS01,医疗,疗养师,汐斯塔,汐斯塔（独立城邦）
闪击,Blitz,男性,1,立绘_闪击_1.png,https://media.prts.wiki/d/df/%E7%AB%8B%E7%BB%98_%E9%97%AA%E5%87%BB_1.png,彩虹小队,方舟干员,5,RS02,重装,哨戒铁卫,彩虹小队,未知
闪击,Blitz,男性,2,立绘_闪击_2.png,https://media.prts.wiki/9/96/%E7%AB%8B%E7%BB%98_%E9%97%AA%E5%87%BB_2.png,彩虹小队,方舟干员,5,RS02,重装,哨戒铁卫,彩虹小队,未知
闪灵,Shining,女性,1,立绘_闪灵_1.png,https://media.prts.wiki/e/e9/%E7%AB%8B%E7%BB%98_%E9%97%AA%E7%81%B5_1.png,使徒,方舟干员,6,FO01,医疗,医师,使徒,卡兹戴尔
闪灵,Shining,女性,2,立绘_闪灵_2.png,https://media.prts.wiki/c/c7/%E7%AB%8B%E7%BB%98_%E9%97%AA%E7%81%B5_2.png,使徒,方舟干员,6,FO01,医疗,医师,使徒,卡兹戴尔
闪灵,Shining,女性,skin1,立绘_闪灵_skin1.png,https://media.prts.wiki/5/50/%E7%AB%8B%E7%BB%98_%E9%97%AA%E7%81%B5_skin1.png,使徒,方舟干员,6,FO01,医疗,医师,使徒,卡兹戴尔
阿,Aak,男性,1,立绘_阿_1.png,https://media.prts.wiki/6/67/%E7%AB%8B%E7%BB%98_%E9%98%BF_1.png,鲤氏侦探事务所,方舟干员,6,LM20,特种,怪杰,鲤氏侦探事务所,龙门
阿,Aak,男性,2,立绘_阿_2.png,https://media.prts.wiki/a/ac/%E7%AB%8B%E7%BB%98_%E9%98%BF_2.png,鲤氏侦探事务所,方舟干员,6,LM20,特种,怪杰,鲤氏侦探事务所,龙门
阿,Aak,男性,skin1,立绘_阿_skin1.png,https://media.prts.wiki/7/76/%E7%AB%8B%E7%BB%98_%E9%98%BF_skin1.png,鲤氏侦探事务所,方舟干员,6,LM20,特种,怪杰,鲤氏侦探事务所,龙门
阿,Aak,男性,skin2,立绘_阿_skin2.png,https://media.prts.wiki/a/a7/%E7%AB%8B%E7%BB%98_%E9%98%BF_skin2.png,鲤氏侦探事务所,方舟干员,6,LM20,特种,怪杰,鲤氏侦探事务所,龙门
阿兰娜,Alanna,女性,1,立绘_阿兰娜_1.png,https://media.prts.wiki/0/06/%E7%AB%8B%E7%BB%98_%E9%98%BF%E5%85%B0%E5%A8%9C_1.png,雷姆必拓,方舟干员,5,RB17,辅助,工匠,雷姆必拓,雷姆必拓
阿兰娜,Alanna,女性,2,立绘_阿兰娜_2.png,https://media.prts.wiki/9/9f/%E7%AB%8B%E7%BB%98_%E9%98%BF%E5%85%B0%E5%A8%9C_2.png,雷姆必拓,方舟干员,5,RB17,辅助,工匠,雷姆必拓,雷姆必拓
阿斯卡纶,Ascalon,女性,1,立绘_阿斯卡纶_1.png,https://media.prts.wiki/c/cc/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%96%AF%E5%8D%A1%E7%BA%B6_1.png,S.W.E.E.P.,方舟干员,6,SW00,特种,伏击客,S.W.E.E.P.,卡兹戴尔
阿斯卡纶,Ascalon,女性,2,立绘_阿斯卡纶_2.png,https://media.prts.wiki/f/f9/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%96%AF%E5%8D%A1%E7%BA%B6_2.png,S.W.E.E.P.,方舟干员,6,SW00,特种,伏击客,S.W.E.E.P.,卡兹戴尔
阿斯卡纶,Ascalon,女性,skin1,立绘_阿斯卡纶_skin1.png,https://media.prts.wiki/0/0b/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%96%AF%E5%8D%A1%E7%BA%B6_skin1.png,S.W.E.E.P.,方舟干员,6,SW00,特种,伏击客,S.W.E.E.P.,卡兹戴尔
阿消,Shaw,女性,1,立绘_阿消_1.png,https://media.prts.wiki/c/c6/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%B6%88_1.png,炎-龙门,方舟干员,4,LM11,特种,推击手,炎-龙门,龙门
阿消,Shaw,女性,2,立绘_阿消_2.png,https://media.prts.wiki/e/e1/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%B6%88_2.png,炎-龙门,方舟干员,4,LM11,特种,推击手,炎-龙门,龙门
阿消,Shaw,女性,skin1,立绘_阿消_skin1.png,https://media.prts.wiki/5/52/%E7%AB%8B%E7%BB%98_%E9%98%BF%E6%B6%88_skin1.png,炎-龙门,方舟干员,4,LM11,特种,推击手,炎-龙门,龙门
阿米娅,Amiya,女性,1,立绘_阿米娅_1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_1.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅,Amiya,女性,1+,立绘_阿米娅_1+.png,https://media.prts.wiki/3/34/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_1%2B.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅,Amiya,女性,2,立绘_阿米娅_2.png,https://media.prts.wiki/3/3f/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_2.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅,Amiya,女性,skin1,立绘_阿米娅_skin1.png,https://media.prts.wiki/0/0c/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_skin1.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅,Amiya,女性,skin2,立绘_阿米娅_skin2.png,https://media.prts.wiki/3/3f/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_skin2.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅,Amiya,女性,skin3,立绘_阿米娅_skin3.png,https://media.prts.wiki/1/1d/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85_skin3.png,罗德岛,方舟干员,5,R001,术师,中坚术师,罗德岛,雷姆必拓
阿米娅(医疗),Amiya,女性,2,立绘_阿米娅(医疗)_2.png,https://media.prts.wiki/e/e1/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85%28%E5%8C%BB%E7%96%97%29_2.png,罗德岛,方舟干员,5,R001,医疗,咒愈师,罗德岛,雷姆必拓
阿米娅(医疗),Amiya,女性,skin1,立绘_阿米娅(医疗)_skin1.png,https://media.prts.wiki/e/eb/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85%28%E5%8C%BB%E7%96%97%29_skin1.png,罗德岛,方舟干员,5,R001,医疗,咒愈师,罗德岛,雷姆必拓
阿米娅(近卫),Amiya,女性,2,立绘_阿米娅(近卫)_2.png,https://media.prts.wiki/9/95/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85%28%E8%BF%91%E5%8D%AB%29_2.png,罗德岛,方舟干员,5,R001,近卫,术战者,罗德岛,雷姆必拓
阿米娅(近卫),Amiya,女性,skin1,立绘_阿米娅(近卫)_skin1.png,https://media.prts.wiki/2/2e/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85%28%E8%BF%91%E5%8D%AB%29_skin1.png,罗德岛,方舟干员,5,R001,近卫,术战者,罗德岛,雷姆必拓
阿米娅(近卫),Amiya,女性,skin2,立绘_阿米娅(近卫)_skin2.png,https://media.prts.wiki/d/d8/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%B1%B3%E5%A8%85%28%E8%BF%91%E5%8D%AB%29_skin2.png,罗德岛,方舟干员,5,R001,近卫,术战者,罗德岛,雷姆必拓
阿罗玛,Aroma,女性,1,立绘_阿罗玛_1.png,https://media.prts.wiki/4/47/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%BD%97%E7%8E%9B_1.png,叙拉古,方舟干员,5,SR39,术师,轰击术师,叙拉古,叙拉古
阿罗玛,Aroma,女性,2,立绘_阿罗玛_2.png,https://media.prts.wiki/d/d8/%E7%AB%8B%E7%BB%98_%E9%98%BF%E7%BD%97%E7%8E%9B_2.png,叙拉古,方舟干员,5,SR39,术师,轰击术师,叙拉古,叙拉古
陈,Ch'en,女性,1,立绘_陈_1.png,https://media.prts.wiki/b/bc/%E7%AB%8B%E7%BB%98_%E9%99%88_1.png,龙门近卫局,方舟干员,6,LM04,近卫,剑豪,龙门近卫局,龙门
陈,Ch'en,女性,2,立绘_陈_2.png,https://media.prts.wiki/d/d0/%E7%AB%8B%E7%BB%98_%E9%99%88_2.png,龙门近卫局,方舟干员,6,LM04,近卫,剑豪,龙门近卫局,龙门
陈,Ch'en,女性,skin1,立绘_陈_skin1.png,https://media.prts.wiki/5/53/%E7%AB%8B%E7%BB%98_%E9%99%88_skin1.png,龙门近卫局,方舟干员,6,LM04,近卫,剑豪,龙门近卫局,龙门
陈,Ch'en,女性,skin2,立绘_陈_skin2.png,https://media.prts.wiki/c/c5/%E7%AB%8B%E7%BB%98_%E9%99%88_skin2.png,龙门近卫局,方舟干员,6,LM04,近卫,剑豪,龙门近卫局,龙门
陨星,Meteorite,女性,1,立绘_陨星_1.png,https://media.prts.wiki/f/f8/%E7%AB%8B%E7%BB%98_%E9%99%A8%E6%98%9F_1.png,罗德岛,方舟干员,5,ST03,狙击,炮手,罗德岛,卡兹戴尔
陨星,Meteorite,女性,2,立绘_陨星_2.png,https://media.prts.wiki/9/9b/%E7%AB%8B%E7%BB%98_%E9%99%A8%E6%98%9F_2.png,罗德岛,方舟干员,5,ST03,狙击,炮手,罗德岛,卡兹戴尔
陨星,Meteorite,女性,skin1,立绘_陨星_skin1.png,https://media.prts.wiki/a/ad/%E7%AB%8B%E7%BB%98_%E9%99%A8%E6%98%9F_skin1.png,罗德岛,方舟干员,5,ST03,狙击,炮手,罗德岛,卡兹戴尔
隐德来希,Entelechia,女性,1,立绘_隐德来希_1.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E9%9A%90%E5%BE%B7%E6%9D%A5%E5%B8%8C_1.png,罗德岛,方舟干员,6,R169,近卫,收割者,罗德岛,卡兹戴尔
隐德来希,Entelechia,女性,2,立绘_隐德来希_2.png,https://media.prts.wiki/6/61/%E7%AB%8B%E7%BB%98_%E9%9A%90%E5%BE%B7%E6%9D%A5%E5%B8%8C_2.png,罗德岛,方舟干员,6,R169,近卫,收割者,罗德岛,卡兹戴尔
隐德来希,Entelechia,女性,skin1,立绘_隐德来希_skin1.png,https://media.prts.wiki/9/9d/%E7%AB%8B%E7%BB%98_%E9%9A%90%E5%BE%B7%E6%9D%A5%E5%B8%8C_skin1.png,罗德岛,方舟干员,6,R169,近卫,收割者,罗德岛,卡兹戴尔
隐现,Insider,男性,1,立绘_隐现_1.png,https://media.prts.wiki/b/bf/%E7%AB%8B%E7%BB%98_%E9%9A%90%E7%8E%B0_1.png,拉特兰,方舟干员,5,LT13,狙击,速射手,拉特兰,拉特兰
隐现,Insider,男性,2,立绘_隐现_2.png,https://media.prts.wiki/d/d6/%E7%AB%8B%E7%BB%98_%E9%9A%90%E7%8E%B0_2.png,拉特兰,方舟干员,5,LT13,狙击,速射手,拉特兰,拉特兰
隐现,Insider,男性,skin1,立绘_隐现_skin1.png,https://media.prts.wiki/c/c8/%E7%AB%8B%E7%BB%98_%E9%9A%90%E7%8E%B0_skin1.png,拉特兰,方舟干员,5,LT13,狙击,速射手,拉特兰,拉特兰
雪猎,Snow Hunter,女性,1,立绘_雪猎_1.png,https://media.prts.wiki/2/27/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E7%8C%8E_1.png,谢拉格,方舟干员,5,KJ07,狙击,猎手,谢拉格,谢拉格
雪猎,Snow Hunter,女性,2,立绘_雪猎_2.png,https://media.prts.wiki/7/74/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E7%8C%8E_2.png,谢拉格,方舟干员,5,KJ07,狙击,猎手,谢拉格,谢拉格
雪绒,Qanipalaat,男性,1,立绘_雪绒_1.png,https://media.prts.wiki/a/ab/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E7%BB%92_1.png,萨米,方舟干员,5,SI03,术师,中坚术师,萨米,萨米
雪绒,Qanipalaat,男性,2,立绘_雪绒_2.png,https://media.prts.wiki/9/92/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E7%BB%92_2.png,萨米,方舟干员,5,SI03,术师,中坚术师,萨米,萨米
雪绒,Qanipalaat,男性,skin1,立绘_雪绒_skin1.png,https://media.prts.wiki/5/50/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E7%BB%92_skin1.png,萨米,方舟干员,5,SI03,术师,中坚术师,萨米,萨米
雪雉,Snowsant,女性,1,立绘_雪雉_1.png,https://media.prts.wiki/8/89/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E9%9B%89_1.png,炎-龙门,方舟干员,5,LM16,特种,钩索师,炎-龙门,龙门
雪雉,Snowsant,女性,2,立绘_雪雉_2.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E9%9B%89_2.png,炎-龙门,方舟干员,5,LM16,特种,钩索师,炎-龙门,龙门
雪雉,Snowsant,女性,skin1,立绘_雪雉_skin1.png,https://media.prts.wiki/e/e0/%E7%AB%8B%E7%BB%98_%E9%9B%AA%E9%9B%89_skin1.png,炎-龙门,方舟干员,5,LM16,特种,钩索师,炎-龙门,龙门
雷蛇,Liskarm,女性,1,立绘_雷蛇_1.png,https://media.prts.wiki/3/39/%E7%AB%8B%E7%BB%98_%E9%9B%B7%E8%9B%87_1.png,黑钢国际,方舟干员,5,BS02,重装,哨戒铁卫,黑钢国际,瓦伊凡
雷蛇,Liskarm,女性,2,立绘_雷蛇_2.png,https://media.prts.wiki/b/b5/%E7%AB%8B%E7%BB%98_%E9%9B%B7%E8%9B%87_2.png,黑钢国际,方舟干员,5,BS02,重装,哨戒铁卫,黑钢国际,瓦伊凡
